bug_class,key_function,subtype,version,harness_type,exit_code,status,stderr_preview
BC013,sqlite3ExprCodeTarget,signal-6,3.28.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.28.0_test: ./../../cve_builds/sqlite-3.28.0/sqlite3.c:126595: int sqlite3ColumnsFromExprList(Parse *, ExprList *, i16 *, Column **): Assertion `pTab!=0' failed."
BC013,sqlite3ExprCodeTarget,signal-6,3.28.0,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.29.0,test,-6,SIGABRT,"sqlite_harness_sqlite-3.29.0_test: ./../../cve_builds/sqlite-3.29.0/sqlite3.c:131002: int sqlite3Select(Parse *, Select *, SelectDest *): Assertion `pItem->addrFillSub==0' failed."
BC013,sqlite3ExprCodeTarget,signal-6,3.29.0,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.30.0,test,1,UBSan,AddressSanitizer:DEADLYSIGNAL | ================================================================= | ==117668==ERROR: AddressSanitizer: SEGV on unknown address 0x000c53e55c4b (pc 0xc7709efad868 bp 0xff
BC013,sqlite3ExprCodeTarget,signal-6,3.30.0,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.30.1,test,1,UBSan,AddressSanitizer:DEADLYSIGNAL | ================================================================= | ==117673==ERROR: AddressSanitizer: SEGV on unknown address 0x000c5a7ebc4b (pc 0xb3d5d3c5d474 bp 0xff
BC013,sqlite3ExprCodeTarget,signal-6,3.30.1,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.31.1,test,1,UBSan,"../cve_builds/sqlite-3.31.1/sqlite3.c:102748:16: runtime error: member access within misaligned address 0x1ffffc94f327 for type 'struct AggInfo_func', which requires 8 byte alignment | 0x1ffffc94f327:"
BC013,sqlite3ExprCodeTarget,signal-6,3.31.1,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.0,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.0,nosanit,-11,SEGV,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.1,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.1,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.2,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.2,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.3,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.32.3,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.33.0,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.33.0,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.34.0,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.34.0,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.36.0,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.36.0,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.39.1,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.39.1,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.40.0,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.40.0,nosanit,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.53.0,test,0,OK,
BC013,sqlite3ExprCodeTarget,signal-6,3.53.0,nosanit,0,OK,
